Nametag,Japanese,English
Cooger,コール‥‥‥蘇生薬はヴィールスなんだ‥‥‥血液に入ったらアウトだよ。研究所であの警官を見ただろう‥‥‥わしもすぐに奴等の仲間になってしまうよ‥‥‥。,Cole... the resurrection drug is like a virus... it infects the blood. I saw what happened to the officer in my lab. I'll be one of them soon.
Cole,なんでだよ！！　どうしてそんな事言うんだよ！！　大丈夫だって、ドク、しっかりしろよ！！,"What! Why are you saying that! You'll be okay, Doc, I'm sure of it!"
Cooger,‥‥‥自業自得だよ。第一‥‥あんな物を作ってしまった私が、のうのうと生きているのは‥‥ちょっとおかしいだろう‥‥‥。,This was my fault to begin with. I made that terrible drug... it's a little strange I'm still alive...
Cooger,コール‥‥‥君には本当にすまない事をしたな‥‥‥シーラ君にまで怖い思いをさせてしまって‥‥‥。,Cole... I'm so sorry... tell Sheila not to be scared...
Cooger,それにレイのガールフレンドをあんな目に合わせたのも‥‥‥結局はわしのせいなんだ。,I've also seen what happend to Ray's girlfriend...
Cole,ドク、もういいよ！！　大丈夫だよ！！　死霊を退治したらまた３人でパーティやろうよ！！　ドク！！　頼むよ、死なないでくれよ！！　ドクが死んだら俺‥‥‥。,"Doc, you're gonna make it! You'll see! We'll get rid of all the zombies and the three of us will celebrate! ...Doc, don't die!"
Cooger,コール、最後に一つだけ頼みがあるんだ‥‥‥。聞いてくれるか？,"Cole, I have one final thing to ask. Can you still hear me?"
Cole,‥‥‥頼みって‥‥‥何を？,A last request...? What is it?
Cooger,わしはこのままではいずれ死霊になってしまう‥‥‥。その前に君の手でわしを撃ってくれないか‥‥‥？,I don't want to become one of them. Kill me first.
Cole,なんて事言うんだよ！！　そんな事が俺にできると思っているのかよ！？,What are you saying! I can't do that!
Cooger,コール、わしの最後の頼みなんだ‥‥‥それにシーラ君にもわしが死霊になった姿を見せたくはないんだ‥‥‥。,"Cole, please, I'm asking you. I don't want Sheila to see me as a zombie."
Cooger,コール、君はわしの信頼できるたった一人の友達だよ。わしの気持ちも判ってくれるだろ？　,
Cole,‥‥‥‥‥‥‥‥‥。,...........
Cooger,泣くなよ、コール。お前さんは強い男だ‥‥‥涙は似合わないよ。ああ‥‥‥もう目が霞んできたようだ‥‥‥さあ、頼むよ‥‥‥‥,"Don't cry, Cole. Stay strong. Tears don't suit you. Oh... it's getting darker...."
Cole,‥‥‥判ったよ‥‥‥ドク。必ず天国へ行ってくれよ‥‥‥。,I understand. Doc... please go to Heaven...
Cooger,‥‥‥ああ、約束するよ。シーラ君と‥‥‥幸せにな‥‥‥。,...I'll try... I hope you and Sheila... live a happy life...
Cole,この部屋には死霊が居ないみたいだな。別の部屋を捜してみるか‥‥‥。,No zombies here. Let's search elsewhere...
Cole,もう少しこの部屋を調べてみるか‥‥‥。,Let's investigate here a little more...
,廊下に出る　<OR>キャンセル　,
,よさそうだ‥‥‥。,
