Nametag,Japanese,English
Cole,シーラの見ているファイルは‥‥‥何かの設計図かな？,Sheila is looking at what looks like some kind of blueprints.
Cole,たぶん、この１６分署の設計資料だろう。俺が２階へ行く前に見つけて欲しかったよ。,It might be a map of the 16th precinct. Wish I had that when I was going to the second floor.
Cole,ドク、さっきから気になってたんだけど‥‥‥これなに？,Doc... what is that?
Cooger,ああ、これはさっきダンボールの中で見つけた刀だよ。日本刀らしいけど、どこかのマフィアから没収してきたものだろうな。,Oh it's a katana I found in a cardboard box. Maybe the police confiscated it from the Mafia.
Cole,ドクは日本刀なんて使えるのかい？,"Doc, can you even use a sword?"
Cooger,わしの爺さんが日本のチャンバラが好きでね。わしも小さい頃に一緒になって見てた事があったよ。爺さんも刀を持ってて‥‥‥何ていったかな、ムラマサとかいったかな。,My niece likes Japanese cinema so I've seen a lot of movies.
Cole,へぇー、初耳だなあ。,First I'm hearing of that.
Cooger,これは護身用だよ。だけどわしはコールの持っている物の方が興味があるよ。,It's for self defense. But what do you have there?
Cole,これかい？　上で拾ったハンドライトなんだけど‥‥‥死霊に襲われた時に落として壊れちゃったみたいで‥‥‥。,This? It's a flashlight but it stopped working when I was attacked by a zombie.
Cole,持ってても使えなきゃ意味ないな。捨てちゃえ。,It doesn't make sense to hold onto a broken flashlight. You should toss is.
Cole,これはマフィアから没収してきた刀だそうだ。俺は刀なんて全然知らないからな、日本は行ってみたいけど‥‥‥。,Seems weird that the Mafia would have a sword. I don't know anything about katanas. I'd love to go to Japan.
Cole,そうだ。ドク、死霊の弱点が判ったんだ！！,Doc! I found the zombie's weakness!
Cooger,なに？　本当か！？,What! Really?!
Cole,ああ、２階の武器庫でいきなり襲われたよ。武器庫だから機関銃の１つでも持って来ようと思ったが、棚はきれいさっぱり何も残ってなかったよ。,"Yeah, I was attacked on the second floor armory. I was hoping to find a machine gun, but all the weapons were gone."
Sheila,コール、大丈夫だった？　怪我はない？,"Cole, are you ok? Were you hurt?"
Cole,ああ、大丈夫さ。逃げ道を失った俺は奴の両目を潰したんだ。だが奴はそれでも俺に向かってきた。多分、奴等は目では物を見ていないだろう。,"I'm okay. I had to crush a zombie's eyes. It was cool, but it was like he could even see me without his eyes."
Cooger,本能だと？,Possibly instinct?
Cole,‥‥‥たぶんね。そして人間を襲うのも本能と考えられるよ。,Maybe. And it's instincts were to kill humans.
Cooger,それで‥‥‥弱点っていうのは？,So you were saying about a weakness?
Cole,うん、棚の陰に落ちてた銃を見つけてね。奴の額に打ち込んだよ。,"Yeah, I managed to find a gun after all and shot him in the head."
Cooger,脳が破壊されれば本能で動く事はないと‥‥‥。,And it can't go by instinct if you destroy the brain.
Cole,ああ、それに奴等の狙いは人間の脳だって事も判ったよ。奴等は人間の脳ミソを喰うために人間を襲っているんだ。複雑な理由は判らないが、これも本能の１つだろうな。,"Oh and it looked like they were after people's brains. I don't know why they'd eat brains, though."
Cooger,そうか‥‥‥コール、君には大きな借りが出来てしまったな。,"I see... Cole, you've learned a lot."
Cole,何言ってんだよ、昔からの仲だろ？　水臭いぜ。,What can I say?
Cooger,‥‥‥‥‥‥‥‥‥‥‥‥。,........
Cole,とにかく奴等の弱点が判ったんだ。生き延びる可能性は十分あるよ。,"Anyway, we know their weakness. We've got a chance to survive."
Cole,でもさ、人間の脳ミソを喰ったところで一体何になるっていうんだ？,"But, I still don't understand why they'd eat human brains."
Cooger,もしかしたら奴等は人間の脳を食料としているのかもしれんな。あの薬は小動物の場合、２分で絶命していたし‥‥‥,"Maybe they eat brains for food. In experiments with small animals, the resurrected ones died after 2 minutes..."
Cooger,死霊になってしまった人間は判らないが、それでもほおっておけばいつかは死んでしまうだろう。,I've never tested on humans (before) but I have to imagine they'd expire after a day.
Cole,まさか‥‥‥死霊の場合だと脳を喰えば生き続ける事ができると！？,"Wait, but could they survive longer if they kept eating brains."
Cooger,判らん‥‥‥だが奴等の求めているのは脳自体ではなく、脳に入っている何かの成分でないかと思うんだよ。奴等には消化機能がなく、脳を喰ったところで栄養になるとは思えんからな。,"I'm not sure. It can't be the brain itself - and there's no digestive function left in the zombies, so it must be some component of the brain, or some chemical."
Cooger,とにかく今のままでは不可解な事が多すぎる。もう少し調べてみないと謎は解明できないな。,But that's just speculation. We'd have to examine more thoroughly.
Cole,だけどさ、俺セントラルホテルって聞いた事ないけど、どんなホテルなんだい？,"I've never heard of Central Hotel, have you?"
Sheila,前に雑誌で読んだ事があるわ‥‥‥たしか各国の大統領が来たときに対談したり、食事したりするためのホテルだったかな。第二のホワイトハウスみたいなものだそうよ。,"I've read about it in magazines. Foreign heads of state would come there for meetings, it's like a remote White House."
Cole,そうか、この資料を見てもかなり大きな建物のようだな。避難場所にはもってこいだ。,The article said it was really large - it'd make a great shelter.
Cooger,場所はどこにあるのかね？,Where is the location?
Sheila,えっと‥‥‥この地区はニードル川の側ね。地図があればなんとか行けると思うけど‥‥‥。,I think it's somewhere in the Needle River district. I coudl tell you if I had a map.
Sheila,コール、その辺に地図なかった？,"Call, there was no map to the side?"
Cole,シーラ、何を調べているんだい？,"Sheila, what are you looking at?"
Sheila,あ、これ？　建設資料みたいだけど‥‥‥どうして警察署なのにこんなものがあるのか、ちょっと気になって見てるの。,"Oh, this? It looks like construction blueprints. Though, I don't know why those are in a police station."
Cole,建設資料？　何の？,Construction materials? For what?
Sheila,えっと‥‥‥セントラルホテルって書いてあるわ。,It says... Central Hotel.
Cole,セントラルホテルって言えば‥‥‥あっ！！　思い出したぞ！！,Central Hotel... oh! Now I remember!
Cole,上の署長室でセントラルホテルが避難場所だってメモがあったんだよ。,There was a memo in the chief's room that said Central Hotel was a shleter.
Cooger,なに？　避難場所！？　そのホテルへみんなで避難しているのか！？,A shelter?! Did everyone evacuate to the hotel already?
Cole,うん、多分そこに行けば生き残った人達がいると思うよ。,"Yeah, I think there might be other survivors there!"
Cole,多分そのホテルに行けば、生き残った人達がいると思うよ。,"Maybe if we go to the hotel, we'll find other survivors."
Cooger,そうか‥‥‥既に街の人はそこに避難を‥‥‥。,"Well, already people evacuated there..."
