Nametag,Japanese,English
Cole,大丈夫だよ。そんなに無茶な事はしないさ。それに死霊の弱点も判った事だし、俺にはコレがあるからね。,"It's okay. I won't be reckless. Plus, I know the zombie's weak point, and I've got this gun."
Sheila,本当は私も行きたいけど、足手まといになるって判ってるから‥‥‥。,"I want to come with you, but I know I'd just get in the way."
Cole,ありがとう。でも絶対に部屋から出るんじゃないぞ。２階の奴等がいつここへ上がってくるか判らないからな。,"Thanks, but whatever you do, don't leave the room. I don't know what'll happen if the 2nd floor zombies come up."
Sheila,そういえば、さっきの人と何を話していたの？　何か恐そうな人だったけど‥‥‥。,"Speaking of which, what did you talk about with that person? He seemed suspicious..."
Cole,ああ、ノーズの事か。ミーティングルームでレイって奴がチャチャ入れてただろう？,"Oh that's Nose. He was in the meeting room, wasn't he?"
Cooger,ああ、あの足を投げ出して署長に文句言ってた奴か。,He had his feet up and was mouthing off to the Chief.
Cole,うん、実はレイとノーズで２階の死霊を退治していた時に、死霊の中にレイの恋人がいたそうなんだ。レイの贈ったペンダントをその死霊がつけていたらしくて‥‥‥,"Yeah, actually the zombie I killed on the second floor was one that Ray and Nose fought. It was Ray's girlfriend and she still had the pendant he had given her..."
Cole,それでレイはえらく落ち込んでしまったんだよ‥‥‥。,So Ray was really depressed.
Sheila,かわいそう‥‥‥。,That poor guy.
Cole,それでみんなに当たってるみたいなんだ。まぁ、たしかに気持ちは判らない事はないんだけどね。それでノーズが許してやってくれって俺に言ってきたんだよ。,Everyone's getting affected by this. It's hard to know how to feel. So I think that's why Nose wants me to do it.
Sheila,そうだったの‥‥‥。ノーズさんって結構優しい人なのね。,In that case... I guess Nose is a good person after all.
Sheila,それでレイっていう人はどうするの？,So what is Ray going to do?
Cole,さすがにレイもいくら死霊になってしまったからって、まさか恋人を撃つ訳にはいかないし‥‥‥それで俺が２階の死霊を退治する事になったんだ。,"Ray's girlfriend is a zombie now, so he can't shoot her."
Sheila,そうだったの‥‥‥。,Is that so...
Cole,そういえばノーズがシーラの事を可愛いって誉めてたぜ。,"Speaking of, Nose said you were pretty cute."
Sheila,うふふ、コール妬いてるの？,"Hee hee, are you jealous, Cole?"
Sheila,見た目は恐い人ばかりだけど、みんな優しい人みたいね。,"They look like a suspicious bunch, but they're good people."
Cooger,コール、こうなってしまったのはわしの責任でもあるんだ。わしも連れていってくれないか？,"Cole, this is also my responsibility. Will you take me with you?"
Sheila,そんな、危険だわ。,That's dangerous!
Cole,そうだよ、俺一人で大丈夫だって。,"It's okay, I'm fine by myself."
Cooger,コールのボディガード役をやるからさ、死霊には自分からは手を出さないよ。,It would make me feel better to watch your back.
Cooger,な、武器だってあるんだし。わしだって、こんな所にじっとしていられんのだ。判るだろ？,Plus I also have a weapon. I can't just sit here while you risk your life. Do you understand?
Cole,うん、そこまで言うんなら‥‥‥。でも、絶対無茶しないでくれよ。ドクには死霊を研究してもらわないといけないんだからね。,"Yeah, I understand. But don't get careless - we need you to examine the zombies."
Cooger,ああ、判っておる。,"Oh, I understand."
Cooger,ちょっと気になった事だが、わし等をミーティングルームに連れていってくれた男‥‥‥彼をどっかで見た覚えがあるんだが‥‥‥はて、どこだったかな？,"I was a little worried, but the man who took me to the meeting room ... I remember seeing him somewhere ... Where was it?"
Cole,ああ、キールって人か。でもあんな感じの人なんて、どこにでも居そうじゃないか？,You mean Kill? I think it's just deja vu.
Cooger,そうか、わしの見間違いかもしれんな‥‥忘れてくれ。,"Yeah, maybe I'm mistaken. Forget it."
Cooger,そういえばサリーって人がそろそろ打ち合わせに来る時間だな。,"Speaking of which, Sally said it's time for a meeting."
