Nametag,Japanese,English
,Guul: お前だったら、キールのような失敗をおかさないだろう。どうだ、お前も仲間に入らないか？　この楽しみをお前にも分けてやるぞ。,"Ghoul: Don't be like that idiot, Killer. Join me. We can have fun killing these sworthy fools together!"
,Guul: ワッハッハッ、無駄な事を‥‥‥。俺の折角の誘いを断り、ましてや挑発までするとはなかなかいい度胸だ。しかし残念だったな、お前にイエスと言わせる切り札を俺は握っているんだ。,Ghoul: It's idiotic to refuse that invitation. But not to worry. I have a trump card that will make you bend to my will.
,Guul: これから面白いショーをご覧にいれよう。この薬はクーガーの作った蘇生薬に、この研究所にあった、ありとあらゆる薬品を混合して作ったミックスドラッグだ。,Ghoul: This will be an interesting show. I have something here that combines Cooger's resurrection drug with all the chemicals at this facility.
,Guul: 今は液体だが、俺の目の前にあるスロットに入れるとそれが気体に変わり、そのカプセルに移動する。,"Ghoul: It's in liquid form, but if you put it in here, it vaporizes into gas."
,Guul: 生きた人間にこの薬を与えるとどうなるか‥‥‥楽しみだな。,Ghoul: What happens when you use it on a living human? Beats me! Let's find out!
,Guul: 最初からそう言えばいいものを‥‥‥。,Ghoul: I should say this from the beginning...
,Guul: しかし残念だったな、お前の返事を待っていられなかったよ。蘇生薬は既に気体に変わってる筈だぜ、ワハハハハ！！,"Ghoul: Whoops, I didn't wait for your response. The drug is already a gas now! Hahahaha!"
,Cain: コール‥‥‥俺の命、お前にくれてやるよ。その代わり、グールだけは必ずしとめてくれよ、いいな。,"Cain: Cole. If I die here, you have to avenge me. Stop Ghoul!"
,Cain: シーラと仲良‥‥く‥‥‥。あんまり‥‥‥みないでくれよ‥‥‥はずかしいだ‥‥‥ろ‥‥‥。,Cain: Sheila... don't worry...
,Cain: うぎゃああああ！！！,Cain: Gyaaaa!!!
,Guul: さて、次はお前‥‥番だ。ここに４００ｍｌの先程‥薬がある。この薬が気体に変われば、その‥験室‥‥２０秒後には充満‥‥だろう。お前達‥死に様‥見れな‥‥残念だ。,"Ghoul: Now it's your turn! Here's 400ml of the resurrection drug, vaporized into gas. It'll fill that lab in 20 seconds time. A shame I can't see its effects on you firsthand."
,Guul: ご‥苦労だったな‥‥コール。,"Ghoul: Sorry, Cole!"
