Nametag,Japanese,English
,Man B: 俺達はブラッディフォックスだ。今頃後悔したって遅いぜ。この女を料理した後に嬲り殺してやるからな。,"Man B: Know who we are? Bloody Fox! After we're done with her, you're getting stomped!"
,Cain: お前らが何者だか知らないが、痛い目にあいたくなければすぐにその娘を放してやるんだな。,Cain: I don't know who Bloody Fox is.
,Man A: 聞いたか！？　こいつ、多分あのバケモン見て気が狂れたんだぜ！？,Man A: You haven't heard of us?! You must be some kind of idiot!
,Cain: もう一度言う。死にたくなければその娘を放せ！,"Cain: I'll say it again. If you want to live, let her go!"
,Man B: 兄ちゃん、そんなモノを見せて俺達がビビるとでも思っているのか！？,"Man B: Bro, you think he thinks we're gonna back down?"
,Man A: ガキめ！！　ブラッディフォックスがウージーなんて恐がるとでも思っているのか！！,Man A: Idiot! You think Bloody Fox is gonna back off of a wuss like you?
,Cain: ほう‥‥‥なら試してやろう。,Cain: Try me!
,Man B: ヘヘヘ、そんな脅しに誰が乗るかっていうんだ？　兄ちゃんよう。,"Man B: Hahaha, you wanna step to my bro? He's gonna stomp you!"
,Man B: ご、ゴメンよ‥‥‥悪かったよ‥‥‥。た、頼む‥‥‥撃たないでくれよ‥‥‥。な‥‥‥頼むよ‥‥‥。,Man B: S-Sorry! I- I'm sorry! Please don't shoot! How about...
,Cain: お前ら、ブラッディフォックスとか言ったな。俺はお前らのように罪の意識がない奴らを見ていると腹が立ってくるんだよ！！,Cain: You said Bloody Fox?! I better never see punks like you again!
,Man B: わ、悪かった‥‥‥悪かったよ‥‥‥だから撃たないでくれよ‥‥‥頼むよ‥‥‥。,Man B: Shit!... Shit! I'm sorry! Just don't shoot! How about...
,Cain: 残念だったな‥‥‥。,Cain: Calm down...
,Cain: だけど、こいつら君の事をあんなに‥‥‥！！,Cain: You'd better get out of here...
,Cain: ‥‥‥そうか。君がそこまで言うのなら仕方ないな‥‥‥。,"Cain: Oh yeah? Well, I can't help you if-"
,Cain: おい、二度とこんな真似してみろ！　今度こそはブチ殺すからな！！,Cain: Hey! Try it again and I'll kill you!
,Man B: わ、判ったよ‥‥‥。二度とこんな事はしない、約束するよ。,Man B: Got it. We'll never do this again.
,Man B: へっ、このお人好しのバカが‥‥‥！！\nCain: ‥‥‥‥‥‥‥‥‥！！,Man B: He- psyche! What an idiot!\nCain: ....!!
,Cain: クソッ！！　手に入れたばっかりなのに、こんな奴等に弾を使っちまった‥‥‥。,"Cain: Shit! I survived, but now I'm out of ammo!"
,ＣＯＮＴＩＮＵＥ<OR>ＧＡＭＥ－ＥＮＤ,Continue<OR>Quit
,ＣＯＮＴＩＮＵＥ<OR>ＧＡＭＥ－ＥＮＤ,Continue<OR>Quit
,女の子：あっ、あなた！　お願い、助けて！！,"Girl: Ah! Hey, you! Please!!! Help!!!"
,女の子：もういいんです‥‥‥。それでなくとも生きてる人が少なくなってしまっているというのに、これ以上居なくなってしまったら‥‥‥。,"Girl: Even so, if there are less people alive, but no more."
,女の子：あっ、あなた！　お願い、助けて！！,"Girl: Ah! Hey, you! Please!!! Help!!!"
,女の子：もういいんです‥‥‥。それでなくとも生きてる人が少なくなってしまっているというのに、これ以上居なくなってしまったら‥‥‥。,"Girl: Even so, if there are less people alive, but no more."
