Nametag,Japanese,English
Killer,発表までワクワクしていた彼の表情が、まるでゴーストのようにな。そこで彼が言ったんだ‥‥‥,He was so excited until he got that terrible reception. Then he said...
Killer,『今進めている研究は誰にも真似は出来ない。死を克服してしまうという研究なんだ』とね。,"""No one can imitate the research I'm doing! I'm going to overcome death itself!"""
Killer,俺も蘇生薬なんて馬鹿馬鹿しい話についていけなかったよ。しかし、グールはクーガーの家宅捜査を指示してきたんだ。それもクーガーに見つからないようにとね。,It was hard to keep track of all of Cooger's weird experiments. But Ghoul ordered me to raid his house. I didn't think the drug would work.
Killer,もちろん法外さ。俺だってそんな泥棒みたいな真似は断ったよ。するとグールは脅しに出たよ、クビにするってね。俺は家族に心配かけたくないからね‥‥‥嫌々ＯＫしたさ。,"I actually thought it was pointless. But Ghoul threatened to fire me, and I have a family to provide for..."
Cole,そんな‥‥‥グールが‥‥‥まさか‥‥‥。,So Ghoul was the real culprit... no way!
Killer,そしてグールは俺がクーガーの研究所から持ち出してきた薬の生体実験をするために、俺の家族を選んだんだ‥‥‥。,And then Ghoul used my family for testing when I brought back the drug.
Cole,なんて事を‥‥‥,...How could he?
Killer,さすがにその時は、いくら俺でも彼を殺してやりたかったよ。だが奴には死霊がいた。生みの親ってやつか、何故か死霊はグールを敵だと思わないらしいんだ。,"At the time, I wanted to kill him. But he had an army of zombies. For some reason, they won't attack their creator, I guess."
Cole,そんな‥‥‥ドクだって襲われたのに‥‥‥。,But... Doc was attacked by the zombies.
Killer,俺だって死霊に喰われるぐらいだったら奴についてた方が安全だと思ったよ。結局は俺もこの通り実験に使われたがね‥‥‥。,"I thought it would be best to follow Cooger, to see if he would be attacked by the zombies. After all, I've been experimented on too."
Cole,ドクとホテルで会った時に、どうしてドクに手を出さなかったんだ？　学会で会っていたのだから、ドクが思いださないとも限らないだろ？,Why didn't you kill Doc when he arrived at the hotel? Was it because he didn't remember you from the conference?
Killer,あの時はさすがにびっくりしたさ。あの晩、警官にクーガーの研究所を襲わせたのにホテルまで逃げて来たんだからな。,"I was shocked to see him. That night, a police officer attacked his lab and wreaked havoc on the police station."
Cole,なんだって！？　じゃ、あのジャックという警官は既に‥‥‥。,You must mean Officer Jack...
Killer,その通りだ。生きている人間にあの蘇生薬を打った場合、一度脳の機能が停止して仮死状態になる。後に死霊となって蘇る訳だが、死霊と違う所は平常心があるという事だ。,"Right. If you inject the drug into a living person, their mind becomes suspended. But when they die, they are revived, and have a normal mind."
Killer,つまり、死ぬ寸前の奴に投薬すると永遠の命を掴むことができる。クーガーの蘇生薬は既に完成していたという訳だ。,"If you inject someone who is about to die, they get eternal life. See? Cooger's resurrection drug was actually already completed!"
Cole,なんて事だ‥‥‥あの蘇生薬が完成していたなんて‥‥‥。,But... Doc said it wasn't ready yet. Just a prototype.
Cole,だが、ジャックは俺達を殺そうとはしなかったぜ？,But wait... Jack tried to kill us.
Killer,そうか‥‥‥ジャックはグールに脅されていた。もしクーガーを消さなかった場合は、ジャックの全てを奪い取るとね。,"Well, Jack was threatened by Ghoul too. If he hadn't died, he might've killed Cooger."
Killer,‥‥‥たぶん奴にも人間の心が残っていたのだろうな。,...Maybe some part of him was still human.
Cole,でも、それならあの時ジャックはどうして死んでしまったんだ！？　永遠の命を掴んだ筈じゃないのか！？,But why did Jack die? Shouldn't he have gotten eternal life?
Killer,さあな‥‥‥。一つだけ言える事は、あの薬は血液と一緒に常に身体中を循環していないといけない。多分、何かの拍子にジャックは大出血をするような傷を負ってしまったのだろう。,I don't know. All I can say is that the drug has to circulate through the whole body. Maybe Jack had some kind of gaping wound and that couldn't happen.
Cole,でもあんたはドクに会った時には何もしなかっただろ？,"Regardless, you didn't do anything when you met Doc."
Killer,そう思っているのはお前だけだよ。俺はクーガーの事をグールに話すと、再度クーガーを襲わせたさ。計画は成功しクーガーは死んでくれた。,"Or so you thought. When I saw him, I informed Ghoul and the zombies took care of Cooger for us."
Killer,だがとどめを刺したのはコール、アンタだ。その話を聞いたグールはアンタはただ者じゃないと察したね。そして今後、一番邪魔になる人物だと言ってたよ。,"But it was actually you who killed Cooger. When Ghoul heard the story, he knew he'd have to take care of you too."
Killer,死霊はグールを敵だと思わない上に、グールは死霊を操る事ができるのさ。俺だって、何度襲われそうになったか‥‥‥。,"The zombies won't attack Ghoul and moreover, he can control them. How do you think I survived them for so long?"
Cole,あの時の死霊は随分と手回しが良かったが、まさかそんな事だったなんて‥‥‥。,I guess an army of undead soldiers is quite the advantage.
Killer,そしてクーガーの家に証拠となる物を抹消するために潜り込んだら、既に俺の写真と日記帳が開いたまま部屋に放置してあったよ。既にお前に証拠を握られた後だったって訳だ。,I went to Cooger's house to destroy the evidence - the documents and the photo. But you'd already been there and saw the proof.
Killer,だからホテルに爆弾を仕掛け、その女をさらってアンタを一人にしようと計画をたてたのさ。間違って生きていたとしてもこの女がいる限り逆らうような真似は出来ないだろうと思ってね。,"So I set up a bomb at the hotel to take you out and kidnapped the woman. That way if you survived, I'd have some leverage against you."
Killer,しかしほとんどの計画が失敗に終わった。やはりアンタはただ者じゃなかった。,But my plans all failed. You're quite the survivor.
Cole,グールは今どこに！？,Where is Ghoul now?
Killer,‥‥‥奴はヘリを使ってベイサイドの科学研究所に行ったよ。だが、気をつけろ‥‥‥レイとサリーを見ただろう‥‥‥。,"He took a helicopter to the Bayside Research Facility. But unfortunately for you, you've already seen Ray and Sally."
Cole,やはりあの二人もグールに‥‥‥！？,Did his zombies kill them?
Killer,ああ‥‥‥奴は何か特殊な武器を持っている‥‥‥。二人を殺せない俺を見かねて、グールは‥‥‥。,"Ah, no... Ghoul has... special weapons. He didn't think I'd be able to stomach killing them."
Killer,コール‥‥‥お前だったら英雄になれるかもな、ランボーやロッキーのような英雄‥‥‥に‥‥‥。,"Cole... a guy like you, acting like Rocky or Rambo... you can't be a hero like that."
Cole,キール‥‥‥。,Killer...
Killer,‥‥‥‥‥‥‥‥‥。\nCole: キールは完全に死んでしまったようだ‥‥‥。,...\nCole: Killer seems like he's actually dead.
Killer,‥‥‥‥‥‥‥‥‥‥‥‥‥‥。,...
Cole,これだけやられて生きている筈がないか‥‥‥。,Maybe he can't live without this?
,俺は皆の仇を討つために、グールのいるベイサイド科学研究所へ行くと決心した。,"I decided to go to the Bayside Research Institute, where the zombies were, to avenge everyone's death."
,俺は今まであった事を全てシーラに話すと、シーラは真剣に俺の話を聞いた。,"I told Sheila everything that had happened, and she listened very seriously."
,俺はシーラの条件をのみ‥‥‥彼女を連れて行く事にした。,The condition being that she came with me...
,シーラは俺が行く事に対し、一つだけ条件を出してきた。,Sheila thought this was the best course of action... under one condition...
