Nametag,Japanese,English
Sheila,あ、そうだわ‥‥‥私、コールがノーズさんと話している時にこの鍵を預かったの。,Cole... this key. I got it while you were talking to Nose.
Cole,これは‥‥‥何の鍵だ？,A key? What's it for?
Sheila,判らない‥‥‥。ただ、大切な物だから預かっていてくれって‥‥‥。,I don't know. But you should hold onto it in case it's important.
Cole,大事な物か‥‥‥一体何だろう‥‥‥。,I wonder what it's used for...
Sheila,この鍵、一度クーガーさんの家で見た事あるわ。どこだったかは判らないけど‥‥‥。,I've seen it before at Doctor Cooger's house. I can't remember exactly where...
Cole,ドクの家で鍵を使うような所って見た事ないなぁ‥‥‥。,I don't think there were any rooms in his house that would be locked off.
Cole,‥‥‥とにかく明日、ドクの家に行ってみた方がよさそうだな。,"If it's safe, we should go to Doc's house tomorrow and see what this key fits."
Cole,だけど少し気になった事があるんだよな‥‥‥。どうも死霊が増えたのはドクのせいじゃないらしいんだよ‥‥‥。,But... it's strange. The zombie infection may not have been Doc's fault
Sheila,え？　‥‥‥どういう事？,Huh? What do you mean?
Cole,ドクを襲った死霊に俺も襲われかけたんだ。それでケインというジャーナリストに助けてもらったんだよ。,I was attacked by the same zombie that got Doc. A journalist named Cain helped me.
Sheila,あのメンバーの中にいた人？,Who? One of the survivors?
Cole,いや、隣街の人なんだが‥‥‥。,"No, someone else..."
Cole,ケインの話では、街で死霊が出たのは一ヶ月も前の事なんだよ。だけど、ドクは俺に見せるまでその薬の事を誰にも言ってない筈なんだよ。,"According to Cain, the zombies started appearing a month ago! But Doc's resurrection drug wasn't ready until he showed it to me."
Cole,近所の目にも触れないようにヒッソリと作っていたんだ。,"He might've been lying, but I don't think so."
Sheila,１ヶ月も前って‥‥‥その頃はこの街には死霊は見なかったわ。それに、そんな前に隣街で死霊の被害があったら絶対にテレビで報道している筈よ。,A month ago? But... I never saw any zombies before tonight. And wouldn't you have heard about that on the news?
Cole,だろ？　テレビに報道されれば必ずといっていい程、街はパニックに陥ると思うんだよ。だけどテレビやニュースなどの報道関係には一切その事が触れられてなかった。,"Strange, right? Maybe they suppressed it so that people wouldn't panic? I thought for sure we'd have heard about something like that."
Sheila,クーガーさんの他にもその薬を作っている人がいたのかもしれないわ。,Could someone besides Doc have made a resurrection drug?
Cole,だとすれば納得できるが、こんなにタイミングよくそんな事があり得ると思うか？　第一、そんな薬を作れる奴がドクの他にもいるとは思えんだろう。,"Maybe. I mean, someone besides Doc could've done it. I don't know."
Sheila,そう言われてみれば‥‥‥コールの言うとおりよね。,"If you say so, Cole."
Cole,とにかく、もう少し調べてみないことには判らないよ。,"Anyway, I can't be sure. I have to investigate some more."
Cole,今日はいろいろあって疲れたな‥‥‥もう寝ようぜ。,But today... was a lot. I think I need to take a rest.
Sheila,うん。,Yeah.
Sheila,クーガーさん、何だか可哀想‥‥‥。自分のせいだと思って死んでしまったなんて‥‥‥。,...I'm still so sad about Doctor Cooger. I can't help but feel like I'm somehow also responsible.
Cole,ああ‥‥‥ケインに会うのがもう少し早ければな‥‥‥。,Oh wait... I should go find Cain.
Sheila,コール‥‥‥私を一人にしないで‥‥‥。コールまでいなくなったら私‥‥‥。,"Cole, please don't leave me alone. Take me with you."
Cole,大丈夫だよ、約束する。シーラを一人になんかしないさ。第一、俺が死んだらドクとの約束も守れなくなってしまうからね‥‥‥。,"You'll be safer here. Don't worry, I can't die yet, Sheila. I made a promise to Doc."
Cole,ドクは俺とシーラの幸せを死ぬ間際まで願っていたんだ‥‥‥。,"Before he died, he made me promise that you and I would be happy."
Cole,あれ？　なんだ、もう寝ちゃったのか‥‥‥。,"Hm? Oh, she fell asleep..."
