Nametag,Japanese,English
Cole,『ゾンビの夜明け』の映画では心臓を撃つと死んでしまうようだけど、ドクの研究室では心臓をいくら撃ってもビクともしなかったよな。あの映画は嘘だったのか！？,"In 'Dawn of the Zombies', they died when you shot them in the heart. But that didn't work at all back at Doc's lab. Did that movie lie to me?!"
Cole,もしあの警官が市民を襲っていたりしたら映画どころじゃ済まなくなってしまうぞ。,"If that policeman attacks other people, it won't end like the movie did."
Sheila,コール、助けて！！　お願い、開けて！！,"Cole, help me!! Please, open the door!!"
Cole,シーラだ！！　ちょっと待って、今開けるから！！,"It's Sheila! Wait, I'll be right there!!"
Cooger,コール、頼むから今の話はしないでくれよ。,"Please don't tell her about what happened, Cole."
Cole,わかってるよ、心配しないで。,"Yeah, I know. Don't worry."
Cole,もしあの警官が市民を襲っていたりしたら映画どころじゃ済まなくなってしまうぞ。,"If that policeman attacks other people, it won't end like the movie did."
Cooger,シーラ君の言うとおり、ここはもう少し待ってみるか。,"Let's wait here a little longer, as Sheila said."
Cole,警察が話し中だという事を知ったせいか、少しホッとした様子だ。,S/He looks a little more relaxed now that they know the lines to the police are busy.
Cole,警察が話し中だという事を知ったせいか、少しホッとした様子だ。,S/He looks a little more relaxed now that they know the lines to the police are busy.
Cole,ドクが死刑になるぐらいだったら、あの警官はこのまま見つからない方がいいのかもしれないな。,"If Doc's going to get the death penalty, maybe we shouldn't find that policeman after all."
Cole,かなり走ったからドクも疲れているようだな。しかし、こんな真剣な顔をしたドクは初めて見たよ。でも、あれだけの事があったんだから無理もないか‥‥‥。,"We've been running a while, so Doc looks tired. But... I've never seen Doc that serious before. With everything that has happened, I can't blame him."
Cole,ドクはいつに無く深刻だ。,Doc is unusually serious.
Cooger,シーラ君、ちょっとコールに用事があってここに来ているんだ。お邪魔なら帰るが‥‥‥。,"Sheila, I had some business with Cole so I came over. If I'm in your way I'll go back home..."
Sheila,いえ、そんな事ないです。,"Oh no, I don't mind."
Cole,だめだよ、警察は話し中みたいだ。,"It's no use, the lines are busy."
Cooger,話し中か‥‥‥じゃ、もう少し経ってからまた掛けてみるか。,"Busy...? In that case, let's wait a while and try again."
Cole,最近、警察の話し中が多いらしいぜ。よくあれで市民を守るなんて言えるよな。,It's been that way a lot lately. I guess they're busy protecting the public order or something.
Cooger,警察への電話はもう少し経ってから掛けてみる事にするか。,Let's wait a while and try calling the police again.
Cooger,コール、被害が大きくならんうちに警察に電話を‥‥。,"Cole, let's call the police before this gets any worse..."
Cooger,信じられん‥‥‥こんな短時間にそんな事がありえる訳がない‥‥‥。,I can't believe it... It hasn't been long enough for something like this to have happened...
Cooger,何よりもわしが心配しているのは、ジャックが他の人に食らいついてはいないかと言う事だ。,The thing I'm most worried of is that Jack's going to bite other people.
Cole,感染は大丈夫だよ、キティが噛付いた時だって何も起きなかったじゃないか。,"It's okay. Nothing happened when Kitty bit him, remember?"
Cooger,もしキティが他の猫に噛付いたのなら、その猫も感染してしまうよ。逆に人間が猫に噛付いた時もそうだ。,"If Kitty had bitten other cats, thouse cats would have gotten infected. And it would also happen if a human bites a cat."
Cole,つまり‥‥‥人間同士だとヤバイって事かい？,You mean... if it's two humans it's gonna get bad?
Cooger,‥‥‥そういう事だ。,"...Yes, that's what I'm saying."
Cole,ドク、『ゾンビの夜明け』っていう映画知ってるかい？　フランケンシュタインを作ろうと完成させたのが死霊になってしまう話だ。,"Doc, have you heard of a movie calle 'Dawn of the Zombies'? It's about someone trying to create Frankenstein and ending up dealing with the undead."
Cooger,うむ、そのたった一体の死霊がニューヨークで仲間を増やしていき、最終的にはゴーストタウンになってしまうんだったな。今まさにそんな心境だよ。,Yes. And then the single zombie went into New York and got some friends. In the end the entire city turned into a ghost town. This is indeed how I currently feel.
Cole,あの映画の死霊は銃で死んでたぜ！？　どうしてあの警官は死なないんだ？,The zombies in that movie could be killed by guns! Why didn't that policeman died when you shot him?
Cooger,それが映画と現実との違いだよ。死んだ人間を蘇生させても神経までは蘇らない。血液も循環しないから出血多量で死ぬ事もない、蘇るのは脳だけだ。,"Movies are not real life. When you revive dead people their nervous system isn't ressurected. The blood isn't circulating, so they can't die from loss of blood. It's only the brain that's revived."
Cole,脳だけで生きていけるなんて‥‥‥。,How can just the brain be alive...?
Cooger,生きているというより、生きている人間の真似をさせているというのか‥‥‥たまに自分でも判らなくなる時があるよ。,"Rather than 'alive', it's more like it's imitating a live person... Sometimes I'm not sure myself how it works."
Cooger,とにかくこの街がゴーストタウンにならないよう、後で探しに行かなくてはな。,"Anyway, we have to go find him soon so this city doesn't turn into a ghost town too."
Cooger,とにかくこの街がゴーストタウンにならないよう、後で探しに行かなくてはな。,"Anyway, we have to go find him soon so this city doesn't turn into a ghost town too."
Cole,シーラは先程より少し落ち着いた様子だ。,Sheila is looking calmer than she was before.
Cole,シーラは震えているようだ。一体どうしたんだろう‥‥‥。,Sheila is shaking. What happened to her...?
Cole,シーラは息をきらしているが、一体何があったんだろうか‥‥‥。,Sheila is out of breath. What happened to her...?
Cole,だめだよ、警察は話し中みたいだ。,"It's no use, the lines are busy."
Sheila,そう‥‥‥じゃ、もう少し経ってからまた掛けてみましょ？　ね。,"So... let's wait a little and call again, okay?"
Sheila,警察へはもう少し経ってから掛けてみましょ？,Let's wait a little and call the police again.
Sheila,話し中だったら仕方ないね。早く繋がるといいんだけど‥‥‥。,There's nothing we can do if the lines are busy. I wish we'd get through quickly...
Cole,ドクも来てるけどいいかな？　だけど一体どうしたんだよ、こんな遅くに。,"I hope you don't mind that Doc is also here. But, what's going on, this late at night?"
Sheila,それよりコール、私殺されそうになって‥‥‥。怖いわ‥‥‥,I almost got killed... I'm scared...
Cole,ちょっと落ち着けよ。それで殺されるって誰に？,Calm down. What's that about almost getting killed?
Sheila,私の会社が隣の駅だって事を知ってるでしょ？　そこから電車に乗って駅についてメインストリートを歩いてたの。そしたらいつもと雰囲気が違うのよ‥‥。,"You know the station next to the company I work at? I took a train from there, got off at my station and walked down Main Street. But something felt weird..."
Cooger,雰囲気っていうと？,Weird? In what way?
Sheila,いたる所のショウウィンドウが割れてて、変な人達がたくさん歩いているの。私、酔っぱらいだと思って気にしないで歩いていたら、２・３人がこっちに向かってきて‥‥,"Some store windows were broken, and weird people were walking down the street. I thought they were drunks so I didn't worry, but then two or three of them came toward me..."
Cole,そいつらがシーラの事を脅したの？,Did they threaten you?
Sheila,ううん、すごく変な臭いがしたの。その人達が私の目の前に来たから顔をみたの‥‥‥それが３人共腐ってるみたいで血が流れてて‥‥‥。,"No, but they smelled weird. When they approached I saw their faces... All three of them had blood all over it, and looked like they were rotting..."
Cole,‥‥‥‥‥‥‥‥‥！？\nCooger: ‥‥‥‥‥‥‥‥‥！？,.........?!\nCooger: .........?!
Sheila,初めはメイクかと思ったけど‥‥やっぱり違うみたいだし、血も流れてたわ。私、すごく怖くなって走ってここまで‥‥‥。,"I thought it was just makeup at first, but... I don't think it was, and there was lots of blood. I got scared and ran away..."
Cole,‥‥‥ドク、まさか！？,"...Doc, you don't think?!"
Cooger,まさかそんな‥‥‥信じられん。こんな短時間でそこまで繁殖するなんて‥‥‥。,"I can't believe it. In such a short time, the infection spread that much...?"
Cole,信じられるも信じられないもシーラが見たのは死霊なんだよ！シーラにまで危険な目にあわせて‥‥‥！！,"I don't care if you can believe it or not, Sheila saw zombies! You put her in danger...!!"
Cooger,‥‥‥‥‥‥‥‥‥‥‥‥。,.........
Sheila,コール、どういう事？,"Cole, what's going on?"
Cole,あの死霊はドクが作ったんだよ。ドクが蘇生薬を作って死んだ猫に打って蘇らせたんだ。その猫がパトロールに来た警官の喉に噛付いて殺してしまった。,Doc made those zombies. He made a resurrection drug and shot it into his dead cat. Then the cat bit the throat of a policeman and killed him.
Cole,‥‥‥そしてその警官にも蘇生薬を使って蘇らせ‥‥‥,...And then we used the resurrection drug on the officer and brought him back to life...
Sheila,うそ‥‥‥嘘よ！？　そんな事、絶対に考えられない‥‥‥。,You can't be serious! How can this be real...?
Cooger,シーラ君、コールの言ってる事は事実なんだ。さっきその警官から逃げてきたから、わしは今こうしてここにいるんだよ。そしてあの警官が見つかったら自首しようと思っていた。,"Sheila, Cole is telling the truth. We'd been running away from that policeman, and that's why I'm here now. We thought we'd turn ourselves in after we find him."
Sheila,そんな‥‥‥じゃ、クーガーさん警察に捕まってしまうの？,"No way... So, you're going to get arrested, Mr. Cooger?"
Cooger,シーラ君の見た死霊がそんなに大勢いるのなら、警官を捜すどころじゃなくなってしまったがな。,"If there are as many living dead as you observed, Sheila, we have more important things to do than looking for that police officer."
Sheila,で‥‥でも信じられない‥‥‥蘇生薬なんて‥‥‥。,I--I can't believe it... A ressurection drug...
Cole,とにかくここまできたら警察に話した方がいいな。,"Anyway, since it got so serious we'd better talk to the poilce."
Sheila,他に何かよい方法はないの？,Isn't there anything else we can do?
Cooger,もうわし等の力じゃどうする事もできない。あの警官を蘇らせたのがマズかったんだ‥‥。コール、警察に電話をしてくれんか‥‥‥。,"There's nothing we can do by ourselves anymore. Bringing the policeman back to life was a mistake... Cole, please call the police."
Sheila,私も警察の方に任せた方がいいと思うわ‥‥‥。,I also think it's best if we let the police handle it...
Cole,もう一度かけてみるか‥‥‥‥。,Let's try again...
Cole,あれ？　‥‥‥‥‥？,........?
Cole,変だな　‥‥‥‥‥？,That's strange......
Cooger,どうした？,What's wrong?
Cole,電話が通じない‥‥‥‥。,I can't make a call...
Cole,‥‥‥う、うわあああああ！！！\nSheila: きゃああああ！！,U-Uwaaaaaa!!!\nSheila: Kyaaaaaa!!!
Cooger,いかん！！　もうこんな所まで来てしまったか！！,Unbelievable!! Did he really chase us all the way here?!
Cole,ドク！！　こいつ、さっきの警官じゃないよ！！,"Doc, this isn't the cop from before!"
Cooger,そんな事よりコール！！　さっきの銃を！！,"More importantly, hand me the gun, Cole!!"
Cole,判った！！　シーラ、こっちだ！！,"Got it!! Sheila, over here!!"
Cole,ドク、全然効いてないよ！！,"Doc, it's not doing anything!!"
Cooger,くそっ、どうして倒れないんだ！？　こんなに筋肉を狙っているというのに！！,"Shit, why isn't he falling after I hit his muscles so many time?!"
Cole,ヤバいよ、こっちに来るよ！！　ドク、外へ逃げるぞ！！,"Fuck, he's coming right at us!! Doc, we have to run outside!!"
Cooger,判った！！　くそっ‥‥‥どうしてダメなんだ！！,I know!! Shit... why isn't this working?
Sheila,クーガーさん、早く！！,"Mr. Cooger, hurry up!!"
Cole,うわっ！　こいつら全員死霊なのか！？　なんて数だ‥‥‥。,Whoa! Are they all zombies?! There's so many of them...
Cooger,信じられん‥‥‥もうこんなに増えているなんて‥‥‥。わしの計算をはるかに超えているぞ！！,I can't believe it... How could they multiply so quickly...? It far surpasses my calculations!!
Sheila,私が見た時よりずっと増えているわ‥‥‥。,There's more than I saw before...
Cooger,こんな所でモタモタしてられん。とにかく警察に行こう！！,We can't stay here doing nothing. We have to go to the police!!
Cole,ここから一番近い警察は‥‥‥１６分署だな！！,The closest station is... the 16th precinct!!
Cole,ドクの言う通り警察に任せるしかないな。,"Just like Doc said, we have to let the police handle it."
Cole,ダメだ‥‥‥話し中だ‥‥‥。犯罪の多い街だからな、珍しい事でもないが‥‥‥。,"The line's busy... There's lost of crime in this city, so it's not that strange."
Cole,もう一度かけてみるか‥‥‥。,Let's try calling again...
Cole,<IF>やっぱりダメみたいだな‥‥‥<ELSE>何度かけても通じないみたいだな‥‥‥。<ENDIF>,"<IF>...It's no use.<ELSE>No matter how many times I try, I can't get through.<ENDIF>"
