Nametag,Japanese,English
,Cathy: ここに来る途中、街の人が大勢囚われていたわ。,Cathy: There were a lot of people in town on the way here.
,Cathy: もう私が逃がしたわ。,Cathy: I've already missed.
,Cathy: でもグールがあんな事するなんて‥‥‥私、人間不信になりそうだわ。,Cathy: But Ghoul's behind all of this? I was always suspicious of him...
,Cathy: うん。,Cathy: Hm...
,Cathy: コール！！　下の工場に！！,"Cathy: Cole, quick! Let's get to the factory below!"
,Cathy: コール、何かいる！？,Cathy: Is something there?
,Cathy: きゃあっ！！,Cathy: Kya!!
,Cathy: ‥‥‥ええ、なんとか。,"Cathy: Yeah, somehow."
,Cathy: こ‥‥‥これが彼の‥‥正体‥‥‥,Cathy: Th- this... is his true identity!
,Cathy: グール‥‥‥,Cathy: Ghoul...
,Cathy: コール！！　グールが！！,Cathy: Cole! It's Ghoul!
,Cathy: コール！！　危ないっ！！,Cathy: Cole! Look out!
,Cathy: コール！！！,Cathy: Cole!
,Cathy: このぉ、放せ！！,Cathy: Let go!
,Cathy: コール！！！,Cathy: Cole!
,Cathy: グール！！　コールを放せ！！,Cathy: Ghoul! Let go of him!
,Cathy: グール、これを見なさい！！,"Cathy: Ghoul, look at this!"
,Cathy: このプラスチック爆弾は、この部屋ごとフッ飛ばすわ。コールを放さないのなら、爆弾のスイッチを押すわよ！！,"Cathy: This plastic explosive will destroy this whole room! Let him go, or I'm setting it off!"
,Cathy: さすがのあなたでも、ホテルをフッ飛ばした程の爆弾の威力を知らない訳がないわよね。,"Cathy: You know this kind of bomb destroyed the hotel, so you know you can't survive it!"
,Cathy: キャッ！！,Cathy: KYA!!!
,Cathy: グールはここで殺さないと、大変な事になるわ！！,Cathy: You're not killing anyone else ever again!
,Cathy: コールさん‥‥‥会え‥‥良かった‥‥‥,Cathy: Cole... it was great... knowing you.
,Cathy: シーラさんを大切にしてあげて！！　あなたはシーラさんのために生き抜かないといけないの！！　恋人を亡くしてしまった女の気持ちは、私、痛いほど判るの！！,Cathy: Take care of Sheila! You have to survive for her! I know the pain of a woman who lost her lover!
,Cathy: だからお願い‥‥‥生きてあげて‥‥‥,Cathy: That's my last request. Live!
,Cathy: コールの馬鹿！！　どうして判ってくれないの！？　私をこれ以上、苦しめないで！！　あなたがいなくなったらシーラさんはどうするの！？,"Cathy: Cole, you idiot! What's wrong with you? What will Sheila do if you're gone?!"
,Cathy: あなたのそのプライドが、シーラさんを一生不幸にさせてしまうのよ！！,Cathy: Your dumb pride will make Sheila unhappy for the rest of her life!
,Cathy: あなた男でしょ！！　だったら私のためにシーラさんと幸せになるって約束してよ！！,"Cathy: If you're a man, then you have to make Sheila happy!"
,Cathy: ‥‥‥お願い‥‥‥‥判って‥‥‥,Cathy: Please... understand...
,Cathy: ‥‥‥‥‥うっ‥‥‥,Cathy: ... ugh...
,Cathy: ‥‥‥もうダメみたい‥‥‥全身が痺れて‥‥‥,Cathy: It's... no good... my body... feels numb...
,Cathy: ‥‥‥私‥‥本当は‥死にたくない‥‥‥もっと‥‥コール‥さんと一緒に‥‥いた‥‥い‥　‥‥‥,Cathy: I don't... really want to die... I want more time... with Cole...
,　右へ　<OR>　左へ　,
