Nametag,Japanese,English
,Nose: コール、何をさっきから見てるんだ？　まさか俺に気が‥‥‥！？,"Nose: Cole, what are you looking at? You're not thinking..."
,Nose: やばいぜ、コール。俺はこれでも‥‥‥,"Nose: No way, Cole. But still..."
,Nose: ああ、俺は元々陸軍にいたよ。戦場ではあまり活躍できなかったが‥‥‥俺自身、人を殺すのは嫌いだからな。<OR>ここに来る前はどんな仕事を？,"Nose: Yeah, I was in the army. I didn't see any action, which is fine. I don't like the idea of killing people.<OR>What'd you do before coming here?"
,Nose: 俺は元々陸軍にいたよ。戦場ではあまり活躍できなかったが‥‥‥俺自身、人を殺すのは嫌いだからな。<ENDIF>,"Nose: Yeah, I was in the army. I didn't see any action, which is fine. I don't like the idea of killing people.<ENDIF>"
,Nose: コールも結構いい身体をしているが、どんな仕事を？,Nose: You're in pretty good shape. Do you work out?
,Nose: 俺も一度はそういう仕事に憧れてた時もあったけど、やっぱり戦車転がして機関銃を撃ちまくっていた方が性に合っているな。,"Nose: I once wanted a job like that, but the idea of driving a tank or using heavy artillery appealed to me."
,Nose: コール、知ってるか？　戦車って意外と重いんだぜ。俺がどんなに力入れてもビクともしないんだ。,Nose: Did you know? Tanks are extremely heavy. I'd never be able to lift one no matter how much I trained.
,Nose: そうだな‥‥‥皆正直でいい奴だよ。レイにしたって強がってる所はあるが、あれでも結構気の弱い所があるんだよ。,"Nose: Everyone here is very nice. Even Ray, who's kind of brusque, well, everyone likes him."
,Nose: ボスかい？　彼はさすがに署長というだけあって皆をまとめる力を持っているな。さすが１６分署のボスだっていう気がするよ。,"Nose: As a leader? He's good at pulling everyone together. I guess as a police chief, that's not surprising."
,Nose: サリーは現場には来ないが、皆が安全に仕事を出来るように準備してくれる。彼女の指示は１００％とはいえないが、それに近い計画を立ててくれるよ。,Nose: Sally puts the plans together. They're not 100% perfect but they're pretty close.
,Nose: 彼女が居なかったら大幅な戦力を失う事になるだろうな。,"Nose: Without her, we wouldn't have made the progress we had."
,Nose: 今は来ていないが、サリーの隣に座っていたキャッシーの場合はどう説明していいか判らないが‥‥‥やはり女だし、年齢から考えても精神的に酷いダメージがあったのだろう。,"Nose: In the case of Cathy, the woman sitting next to Sally yesterday, I'm not sure why she's not here. She's young but seems capable."
,Nose: 彼女にしてみれば可哀想な所もあるが、はやく立ち直って貰わないとな。,"Nose: She went to a bad place, but came back quickly."
,Nose: そうだったか？　忘れちまったな‥‥‥現場では必死にやってるからな、いちいちそんな事まで覚えてられないよ。,"Nose: Oh? I don't remember that. But I can forget things, so who knows."
,Nose: もっとも俺としてはそんな事で変な気を回さないで欲しいな。,Nose: Maybe I'm crazy...
,Nose: キールは刑事というだけあって現場では的確な判断を下すが、かなり慎重な所があるな。だから逆に余計な時間を喰っちまう。,"Nose: Killer's a detective and we need to make fast, on the spot decisions. But he's thoughtful and takes too much time."
,Nose: 俺は一気に叩き潰す方が性に合っているからな。まぁ、人はそれぞれやり方が違うから何ともいえないが‥‥‥。,Nose: I see a problem and try to smash it immediately. I guess we all have our methods.
,Nose: 俺の知っているのは、そんなもんかな‥‥‥。,Nose: I know that kind of thing...
,Nose: 俺も今は暇してるからよ、また何かあったら呼んでくれよ。,"Nose: I'm free, so if you need anything, let me know."
